id,d,institution
5525,130,Michigan State Univ
14337,0,Hop Edouard Herriot
250571,1,Vita Salute San Raffaele
271527,7,Johannes Gutenberg Univ Mainz
6179,175,Ctr Calcul
68774,2,CSIC
211172,26,So Methodist Univ
6824,2,Univ Caen Basse Normandie
24208,71,Univ Trent
122690,0,Hop St Louis
99751,8,EFS Grenoble
113968,12,Univ Paris 11
19641,50,Univ Paris 06
6173,34,Rhein Westfal TH Aachen
26764,4,Univ Montpellier 1
24240,68,Ist Nazl Fis Nucl Trieste Udine
2060,141,Univ Oslo
173596,31,Univ Lisbon
167389,8,CNRS
6182,41,Univ Ioannina
187238,57,Ist Nazl Fis Nucl
6174,47,Bhabha Atom Res Ctr
8063,67,Lomonosov Moscow State Univ
75680,1,Univ Poitiers Hosp
88887,8,Radboud Univ Nijmegen
6168,161,Univ Puerto Rico
6179,59,Univ Florence
231931,0,Univ Paris 06
6178,201,KFKI Res Inst Particle & Nucl Phys
256142,53,Univ Salerno
189929,0,SISSA
110936,138,Boston Univ
2060,145,Univ Penn
6174,132,Univ Calif San Diego
256142,50,Univ Minnesota
2060,222,NORDUnet AS
2060,225,Rutherford Appleton Lab
235293,7,Univ Copenhagen
39459,71,Univ Perugia
282022,6,Padua Univ Hosp
6175,3,Res Inst Nucl Problems
259667,15,Univ Paris Diderot
271527,2,Hop St Louis
238841,45,Inst High Energy Phys
291269,10,Univ Angers
5522,31,Univ Lyon 1
6181,186,ENEA Casaccia Res Ctr
34450,1,Univ Lyon
308118,19,Univ Sydney
2094,62,Univ Rochester
6167,51,Univ Coll Dublin
8063,52,Univ Paris 07
238841,17,Univ Grenoble 1
5528,194,Univ Toronto
2094,47,Northwestern Univ
53126,22,Univ Paris 07
157463,3,Hop Enfants La Timone
21861,68,Sapienza Univ Roma
20419,4,Univ Toronto
3001,48,Ohio State Univ
119069,8,Univ Calif San Diego
6176,185,Univ Belgrade
6180,44,Univ Debrecen
8769,37,Univ Hamburg
5533,39,Univ Cambridge
187183,3,Univ Bayreuth
286267,68,Biorad Haifa
175942,2,LPICM Ecole Polytech
4169,18,Univ Bergen
6183,86,Konkuk Univ
6171,20,Univ Split
308118,9,Johns Hopkins Univ
113291,66,Univ Perugia
121985,2,Max Planck Inst Met Res
39459,146,Lawrence Livermore Natl Lab
5524,113,MEphI
5532,153,Univ Nebraska
237029,3,Lille Univ Hosp
3001,8,Univ Bologna
4169,63,Univ Edinburgh
6169,28,Ecole Polytech
6168,71,Ist Nazl Fis Nucl
39459,127,Univ Calif Los Angeles
40271,5,CIRAD
131774,15,Ctr Hosp Lyon Sud
295005,4,Univ Med Ctr Eppendorf
5525,212,Tokyo Inst Technol
115210,4,Univ Hosp Minjoz
121966,58,Univ Roma La Sapienza
39459,103,PN Lebedev Phys Inst
23794,0,Tohoku Univ
3001,55,Univ Penn
173596,32,Charles Univ Prague
110936,136,Univ London Imperial Coll Sci Technol & Med
53126,67,Ist Nazl Fis Nucl
24208,149,Kansas State Univ
63956,6,DLR Inst Planetary Res
20147,29,PNPI
111565,42,Univ New Mexico
6167,124,Univ Bristol
256142,13,Inst Appl Phys
282600,7,Johns Hopkins Univ
284535,0,Univ Fed Bahia
259784,1,Inst Super Mat & Mecan Avances
21861,53,Osaka City Univ
21861,72,Ist Nazl Fis Nucl
5525,25,Boston Univ
30257,3,Estudios Clin Latinoamer
10486,11,Univ Heidelberg
13753,12,Univ Cantabria
5522,57,Univ Catania
254360,5,CETIOM
258354,8,Louisiana State Univ
5522,183,CALTECH
5528,90,Univ Nacl La Plata
15640,21,Egyptian Network High Energy Phys
255000,2,Univ Sheffield
6176,55,Ist Nazl Fis Nucl
6179,92,Univ Iberoamer
121966,25,Helsinki Inst Phys
121966,1,Acad Sinica
24208,118,Natl Cent Univ
5528,239,Shandong Univ
7489,3,Inst Astron
4169,218,Yerevan Phys Inst
255470,1,Inst Gustave Roussy
6171,0,Yerevan Phys Inst
74650,3,Univ Cambridge
5525,86,Univ Genoa
6171,102,Petersburg Nucl Phys Inst
6181,26,CNRS
6169,159,Princeton Univ
144929,0,Ecole Normale Super Lyon
88887,9,Angers Univ Hosp
125554,3,Univ Naples Federico II
178936,35,Inst Theoret & Expt Phys
174544,15,Univ Chicago
5522,10,Univ Estado Rio de Janeiro
271375,0,Univ Bordeaux
178932,22,Univ Cambridge
5522,39,Inst Nucl Phys Demokritos
6175,68,Univ Padua
208388,3,Henri Mondor Univ Hosp
6167,131,Univ Calif Los Angeles
5528,125,Ist Nazl Fis Nucl
19641,2,Agenzia Spaziale Italiana
3002,70,Ist Nazl Fis Nucl Trieste Udine
6182,165,Univ Rochester
4169,23,Univ Birmingham
93134,1,INRA
13753,2,Acad Sinica
6174,34,Rhein Westfal TH Aachen
35106,10,Univ Calif Santa Barbara
6173,47,Bhabha Atom Res Ctr
171821,2,Univ Cambridge
6183,129,Univ Calif Davis
220304,0,Univ Paris 06
6177,2,Natl Ctr Particle & High Energy Phys
7489,4,S African Astron Observ
5528,106,Univ Massachusetts
238841,73,Univ Nebraska
178096,2,Hop Univ Habib Bourguiba Sfax
48998,19,Ist Nazl Fis Nucl
8769,92,Univ Autonoma San Luis Potosi
287397,2,Univ Cape Town
233541,0,Univ Paris 06
4169,97,Univ Ljubljana
6178,171,Vanderbilt Univ
256142,38,Univ Texas Austin
116936,15,Fermilab Natl Accelerator Lab
50844,1,Univ Zaragoza
15205,1,Univ Denis
20147,11,Univ Heidelberg
6167,176,Soltan Inst Nucl Studies
10047,7,Katholieke Univ Leuven
65513,3,New Jersey Inst Technol
6169,103,Inst Theoret & Expt Phys
6173,132,Univ Calif San Diego
8769,162,Purdue Univ
2060,24,Bogazici Univ
8063,15,Univ Cadi Ayyad
178096,8,Hadassah Hebrew Univ Med Ctr
37516,8,Univ Toulouse
10486,29,PNPI
111565,28,KEK
38841,61,Australian Natl Univ
83082,1,Univ Paul Sabatier
34582,11,Univ Nottingham Hosp
302866,0,Rithme
19641,10,Univ Oslo
5525,114,Univ Liverpool
256142,40,Texas Southmost Coll
63908,7,Ist Nazl Fis Nucl
5524,105,Ist Nazl Fis Nucl
7489,8,Univ Cent Lancashire
39457,86,Univ Iberoamer
116937,17,Joint Inst Nucl Res
263227,26,NRAO
6181,52,Ist Nazl Fis Nucl
18535,2,Univ Liege
34564,0,Hop St Louis
5533,16,Univ Belgrade
196392,38,Univ Kansas
168286,11,Stanford Univ
116936,41,Ohio State Univ
13756,5,Ist Nazl Fis Nucl
6179,32,Rhein Westfal TH Aachen
5528,51,Univ Copenhagen
5524,110,Univ Montreal
30257,1,McMaster Univ
238841,1,Univ Buenos Aires
7425,7,Univ Birmingham
5527,76,Harvard Univ
6178,87,Korea Univ
111598,41,Inst Theoret & Expt Phys
6176,140,Univ Florida
272601,1,Clin Alemana Santiago
282600,6,CIE1
195997,2,Texas A&M Univ
24208,143,Florida State Univ
6167,88,Korea Univ
6175,47,Bhabha Atom Res Ctr
38841,69,Univ Sheffield
113291,2,Univ Bari
64902,1,Univ Texas SW Dallas
242882,3,Hutchinson SA
240928,3,AP HM
116936,22,Helsinki Inst Phys
6172,107,Inst High Energy Phys
8769,181,Eotvos Lorand Univ
20152,224,Calif State Univ Fresno
53127,78,Northwestern Univ
39459,42,KFKI Res Inst Particle & Nucl Phys
255881,6,Meteorol Res Inst
243800,0,Tohoku Univ
6173,68,Univ Padua
5527,152,Univ Granada
18092,10,CHG Bourges
504,0,INES CEA
281805,6,Moscow MV Lomonosov State Univ
75048,0,Mie Univ
5522,147,Kansas State Univ
259084,8,GETECH
174544,28,Univ Karlsruhe
53126,76,Bialystok Univ
213748,0,Univ Franche Comte
8769,185,Univ Roma La Sapienza
19641,72,Univ Helsinki
6185,107,Inst High Energy Phys
2081,118,Natl Taiwan Univ
7480,0,Inst Astrofis Canarias
6167,73,Univ Pisa
280704,4,Ist Nazl Fis Nucl
251185,0,Univ Paris 05
31661,57,Univ Penn
74650,10,Stanford Univ
213779,18,CHU St Louis
224954,3,Osaka Univ
177291,0,Hop St Antoine
6181,184,Ist Nazl Fis Nucl
24208,35,Georgian Acad Sci
125557,2,Univ Hosp
6176,190,Kafkas Univ
24208,18,Peking Univ
185491,0,Ctr INRA Tours
97646,19,CHRU Tours
78378,2,Inst Max Von Laue Paul Langevin
175644,0,Univ Lyon
35106,70,SLAC Natl Accelerator Lab
127377,61,Univ Padua
6175,132,Univ Calif San Diego
271861,4,Univ Salamanca
19650,7,CNRS
6180,110,Univ Oviedo
38841,21,Montana State Univ
6168,114,Paul Scherrer Inst
6174,3,Res Inst Nucl Problems
252066,3,CALTECH
158267,0,Univ Paris 06
6175,177,IN2P3
78942,0,Observ Carnegie Inst Washington
39459,169,Univ Virginia
6171,104,Inst Theoret & Expt Phys
267082,0,Univ Zaragoza
4169,92,Univ Lancaster
26871,45,Univ Roma Tre
57160,1,Univ Angers
286267,61,ForteBio
6181,97,Quaid I Azam Univ
39459,135,Fairfield Univ
258256,7,Tokai Univ
238130,7,Tohoku Univ Hosp
191751,1,Grp Francophone Myelodysplasies
150879,0,Univ Paris 06
37516,1,European Space Astron Ctr
15640,51,Ist Nazl Fis Nucl
5533,205,Univ Autonoma Barcelona
73766,0,ENS Lyon
6174,42,KFKI Res Inst Particle & Nucl Phys
5528,140,Osaka Univ
3002,26,Harvard Univ
7486,14,Univ Geneva
3001,59,Scuola Normale Super Pisa
4169,100,UCL
6180,148,Lawrence Livermore Natl Lab
6181,144,Univ Illinois
2060,214,Berg Univ Wuppertal
8063,92,Univ Regina
5524,232,Univ Hamburg
249346,0,Univ Hosp Jean Minjoz
13750,65,San Jose State Univ
78942,4,Johns Hopkins Univ
6180,79,INFN Sez Torino
237029,4,Rennes1 Univ Hosp
13750,76,Univ Texas Austin
6176,35,Rhein Westfal TH Aachen
2081,22,Natl Inst Chem Phys & Biophys
263227,71,CSIC
286744,0,Univ Strasbourg
110181,0,Catholic Univ
6168,109,CIEMAT
53583,0,Toulouse Rangueil Teaching Hosp Ctr
6178,88,Seoul Natl Univ
5533,95,Univ Salento
211172,31,FOM
110003,7,Univ Nijmegen
111565,60,Univ Trieste
13750,34,Univ Paris 11
178932,162,Dept Phys
48998,4,Univ Paris 07
5522,80,Univ Piemonte Orientale Novara
276039,2,Columbia Univ
224058,21,Observ Cantonal Neuchatel
5522,88,Vilnius State Univ
4169,196,TRIUMF
65529,32,Estec
127024,9,Hebrew Univ Jerusalem
5532,81,INFN Sez Trieste
6171,140,Florida Int Univ
178933,118,Ist Nazl Fis Nucl
71715,0,Univ Illinois
169062,6,CHU Lille
39457,37,Univ Ioannina
71189,11,Univ Dundee
20152,146,Ist Nazl Fis Nucl
10486,23,Nikhef Natl Inst Subatom Phys
259079,1,CALTECH
6182,37,Univ Hamburg
6183,180,Ist Nazl Fis Nucl
55776,1,Univ Aix Marseille
13756,57,Univ Pisa
140838,1,Univ Metz
19641,44,INAF Ist Astrofis Spaziale & Fis Cosm
6174,14,Bulgarian Acad Sci
6179,8,Univ Ghent
259667,0,Univ Sydney
258354,16,European Gravitat Observ
137791,6,CHU Besancon
33556,1,Ecole Normale Super
116615,0,Univ Oxford
3002,64,Univ Rochester
6178,38,Univ Karlsruhe
26871,46,Ist Nazl Fis Nucl
39457,10,Inst High Energy Phys
113469,3,Astrophys Lab
258354,91,Rochester Inst Technol
8769,41,Univ Ioannina
29273,75,Wayne State Univ
280704,3,Univ Milan
211172,10,Univ Calif Irvine
93970,8,St George Hosp
116615,3,Univ Paris 11
28876,7,Univ Porto
2060,80,Hiroshima Inst Technol
39457,98,Inst High Energy Phys
287397,1,CIRAD
53126,51,Caltech CaRT
159516,0,Univ Calif San Francisco
6168,173,Wayne State Univ
6169,1,OeAW
192033,2,Inst Gustave Roussy
242856,0,Mie Univ
255882,7,Met Off
6167,10,Univ Mons
6174,79,Univ Turin
5526,119,ITEP
4169,34,Univ Sao Paulo
263227,76,Inst Catalana Recerca & Estudis Avancats
6167,172,Univ Virginia
96661,0,Univ Poitiers
116937,29,Univ Karlsruhe
20152,165,Univ Hassan 2
208391,7,Angers Univ Hosp
5528,149,Univ Pittsburgh
199902,0,Univ Montreal
5525,24,Ist Nazl Fis Nucl
5525,184,Ist Nazl Fis Nucl
6171,81,Ist Nazl Fis Nucl
37539,2,Univ La Laguna
20152,185,Acad Sinica
96781,4,Inst Max Von Laue Paul Langevin
31661,5,Baylor Univ
127377,10,Univ Bristol
258354,20,MIT
6177,57,Ist Nazl Fis Nucl
6181,27,CEA Saclay
8769,76,Univ Roma La Sapienza
80073,11,Grenoble Univ Hosp
6173,65,Ist Nazl Fis Nucl
159418,4,Univ Roma La Sapienza
10486,40,NSC KIPT
113291,28,Univ Ferrara
71189,10,Canisius Wilhelmina Hosp
213779,5,CHRU
278487,2,INERIS
18092,3,CHG Niort
24225,11,Univ Calif Los Angeles
6173,13,Univ Estadual Paulista
19641,27,Univ Calif Santa Barbara
6172,118,Natl Taiwan Univ
6179,124,Univ London
209318,1,CNRS
280016,0,GFM
8063,14,Natl Inst Phys & Nucl Engn Bucharest IFIN HH
6171,6,Vrije Univ Brussel
272601,0,Univ Vita Salute San Raffaele
53126,43,INFN
13158,29,Univ Southampton
121133,1,Univ Lyon 1
6181,141,Florida Int Univ
154207,0,Univ Barcelona
5527,177,Stockholm Univ
2094,7,Ist Nazl Fis Nucl
13756,37,CIEMAT
178932,60,Kyoto Univ
111564,23,Harvard Univ
38841,64,INFN
29273,61,Scuola Normale Super Pisa
6185,118,Natl Taiwan Univ
5526,22,Univ Bern
170485,4,Carleton Coll
248706,0,Univ Paris 06
6178,96,Univ Canterbury
5524,72,Inst Phys
5525,32,W Univ Timisoara
5533,44,Univ Tecn Federico Santa Maria
210753,2,Sunnybrook Hlth Sci Ctr
295005,3,Univ Med Ctr Eppendorf
65119,15,Hop Univ
39459,96,Soltan Inst Nucl Studies
5528,127,Univ New Mexico
195619,1,Mie Univ
291269,1,Vita Salute San Raffaele
31661,46,Michigan State Univ
6179,98,Soltan Inst Nucl Studies
116936,0,Acad Sinica
170377,3,Cefas
187183,0,Russian Acad Sci
6167,128,Boston Univ
8769,34,Univ Aachen
78953,4,Univ London Imperial Coll Sci Technol & Med
208391,2,Univ St Etienne
39457,171,Univ Kansas
238841,42,Radboud Univ Nijmegen NIKHEF
30257,7,Second Med Clin
268592,21,Univ Zambia
82904,2,Hop St Louis
24208,27,Helsinki Inst Phys
6179,113,Paul Scherrer Inst
63908,83,Univ Adelaide
16504,0,Inst Gustave Roussy
111598,28,High Energy Accelerator Res Org KEK
6177,124,Rutherford Appleton Lab
187238,63,Univ Naples Federico 2
48998,38,Livingston Observ
5532,56,INFN Sez Catania
178933,36,Univ Clermont Ferrand
178933,4,Univ Heidelberg
6175,13,Univ Estadual Paulista
39459,3,Univ Antwerp
26764,12,Univ Oxford
35106,26,Univ Helsinki
8769,11,Univ Estadual Paulista
69739,4,Tokyo Metropolitan Univ
2081,133,Univ Calif San Diego
84040,10,Observ Geneva
316790,1,Univ Montpellier 2
250831,1,Observ Cote Azur
2081,141,Univ Florida
35106,29,Johns Hopkins Univ
259084,11,Ohio State Univ
203179,14,Michigan State Univ
6167,11,Ctr Brasileiro Pesquisas Fis
5527,14,Natl Tech Univ Athens
5528,197,Univ Tsukuba
15640,87,Univ Seoul
53127,60,Univ Siena
80073,3,Univ Montreal
39459,62,Ist Nazl Fis Nucl
63908,8,Univ Pisa
21861,1,Argonne Natl Lab
20152,184,Univ Sydney
170001,0,INSERM
5524,151,Rutherford Appleton Lab
258354,58,Ist Nazl Fis Nucl
5532,43,Inst Nucl Res ATOMKI
5527,86,Joint Inst Nucl Res
6178,25,Lappeenranta Univ Technol
255406,9,Cornell Univ
116936,10,Univ Cantabria
4169,144,INFN
6167,160,Ohio State Univ
5154,2,Acad Sci Czech Republic
6171,23,Natl Inst Chem Phys & Biophys
119069,48,Univ Padua
292830,2,Univ Porto
205432,9,G Rummo Hosp
3002,68,Rutgers State Univ
6179,60,Ist Nazl Fis Nucl
15640,82,Univ Trieste
6171,116,Univ Zurich
15640,96,Quaid I Azam Univ
6167,54,Politecn Bari
252066,5,Ctr Astrophys
273217,11,High Energy Accelerator Res Org KEK
82980,13,Hop Edouard Herriot
31661,10,Univ Calif Los Angeles
6180,35,Rhein Westfal TH Aachen
159516,5,Univ Sao Paulo
6184,106,PN Lebedev Phys Inst
24240,66,Rutgers State Univ
78298,3,Univ Edinburgh
178936,43,Inst Phys & Technol
171821,8,Univ Victoria
187238,51,Sonoma State Univ
178933,72,CINVESTAV
278316,34,Univ Autonoma Barcelona
118393,58,Rutgers State Univ
291262,1,Univ Texas SW
29273,66,Ist Nazl Fis Nucl
63908,94,Sonoma State Univ
24208,103,Petersburg Nucl Phys Inst
242882,2,Univ Lyon
39459,154,Northwestern Univ
2081,176,Univ Fed ABC
6178,66,Univ Naples Federico 2
6179,117,Natl Taiwan Univ
6182,151,MIT
6174,62,Ist Nazl Fis Nucl
286267,100,Los Alamos Natl Lab
31661,51,Okayama Univ
47187,3,Inst J Paoli I Calmettes
63908,36,Ist Nazl Fis Nucl
213271,12,H Niewodniczanski Inst Nucl Phys
178933,91,Yerevan Phys Inst
24208,105,Inst Theoret & Expt Phys
111565,54,Purdue Univ
39459,63,Univ Milano Bicocca
16232,2,Univ Grenoble 1
252925,12,Univ Bristol
273217,14,Miyagi Univ Educ
35106,78,Waseda Univ
6168,146,Johns Hopkins Univ
76585,0,Pontificia Univ Catolica Chile
6171,33,Rhein Westfal TH Aachen
259667,14,Inst Astrophys Spatiale
31661,67,Univ Roma La Sapienza
2060,3,Ankara Univ
7425,2,Univ Paris 07
5527,199,Uppsala Univ
118393,26,Johns Hopkins Univ
5528,236,Univ Hamburg
207714,0,Univ Sci & Technol Lille
35106,0,Acad Sinica
6171,67,Ist Nazl Fis Nucl
6177,85,Chonnam Natl Univ
5533,20,Univ Calif Berkeley
296250,3,IBM Corp
24208,204,Rutherford Appleton Lab
127377,89,Vanderbilt Univ
2060,199,Univ Antonio Narino
173538,2,Univ Cape Town
288512,1,HELIOS Klinikum Berlin Buch
26871,14,CAMK PAM
240441,1,Serv Greffe Moelle
39459,115,Natl Taiwan Univ
5525,45,Univ Hamburg
238841,79,Brookhaven Natl Lab
15640,8,Univ Mons
2068,17,Joint Inst Nucl Res
242109,7,Univ Paris 06
39457,167,Soltan Inst Nucl Studies
121194,1,CRAN
6179,58,Ist Nazl Fis Nucl
174544,65,Wayne State Univ
5524,84,Kyoto Univ
195619,2,Inst Super Mat & Mecan Avances
6178,58,Univ Catania
271861,3,Fugro Engineers BV
240387,3,Univ Med Ctr Freiburg
113291,19,Univ Calif Santa Cruz
187321,0,Univ Simon Bolivar
19646,5,Univ Paris 06
240430,19,Inst Gustave Roussy
6179,188,Istanbul Tech Univ
2069,49,Osaka City Univ
78950,7,Yonsei Univ
5524,152,Univ Regina
80073,7,Univ Padua
13756,20,Ist Nazl Fis Nucl
20152,97,UCL
2094,25,Univ Illinois
5528,115,MIT
6183,182,ENEA Casaccia Res Ctr
38593,6,Observ Sci Univers Grenoble
21861,46,Univ Michigan
6181,110,Univ Autonoma Madrid
2069,12,Carnegie Mellon Univ
2069,27,Kyungpook Natl Univ
6172,37,Univ Hamburg
5522,201,KFKI Res Inst Particle & Nucl Phys
200471,3,Iowa State Univ Sci & Technol
116938,8,Univ Calif San Diego
5528,89,Kyoto Univ
20152,43,Chinese Acad Sci
5525,77,Univ Texas Dallas
6178,175,CERN
5533,17,Vinca Inst Nucl Sci
26871,40,Univ Savoie
235219,12,Yonsei Univ
127377,33,Harvard Univ
116937,57,Univ Rochester
5525,219,Acad Sinica
96424,0,Max Planck Inst Astron
3002,47,Inst Theoret & Expt Phys
76451,7,NRC
120801,0,TNO
213779,14,Ctr Paoli Calmettes
6169,157,Univ Notre Dame
24240,47,NW Univ
96839,1,Inst Super Mat Mech Avances
6176,85,Chonnam Natl Univ
111565,31,Sungkyunkwan Univ
80073,2,Rennes Univ Hosp
286267,96,Regeneron Pharmaceut Inc
39382,11,Princeton Univ
6173,146,Johns Hopkins Univ
25467,24,Univ Roma Tor Vergata
291269,18,Univ Rennes
6175,173,Wayne State Univ
6185,37,Univ Hamburg
44092,1,INRA
286267,76,CSIRO
30175,36,Ernest Orlando Lawrence Berkeley Natl Lab
208391,6,Graz Med Univ
39459,136,Fermilab Natl Accelerator Lab
5533,90,Kyoto Univ
234934,5,Ecole Cent Lyon
86931,6,Univ Edinburgh
2068,32,Ctr Invest Energet Medioambientales & Tecno
118393,15,Inst Expt Phys
187516,0,Univ Paris 07
76563,18,Portland State Univ
15640,6,Univ Ghent
5526,21,Humboldt Univ
286267,67,Univ Complutense
174544,29,Kyungpook Natl Univ
35106,6,Brandeis Univ
24208,189,CALTECH
19646,4,CNRS
116937,4,Baylor Univ
218771,0,Univ Paris 06
110936,129,Univ Athens
40271,2,Univ Lyon 1
6185,147,Johns Hopkins Univ
111564,63,Wayne State Univ
3001,3,Argonne Natl Lab
6179,134,Carnegie Mellon Univ
5533,159,INFN Sez Roma 1
5154,0,Tottori Univ
282649,1,Univ Bayreuth
108007,5,Univ Turin
125556,9,Comite Cancerol Assoc Francaise Urol
3002,59,Univ Pisa
53126,27,Moscow MV Lomonosov State Univ
78966,6,NASA
6171,164,Univ Rochester
6176,124,Rutherford Appleton Lab
6184,100,Lab Instrumentacao & Fis Expt Particulas
247757,1,CNRS
6180,72,INFN Sez Perugia
8769,74,Scuola Normale Super Pisa
6182,118,Natl Taiwan Univ
123784,5,Oregon Hlth & Sci Univ
276520,1,GEVES Stn Natl Essais Semences
228886,0,Univ Paris 06
73584,1,Univ Calif Los Angeles
2068,28,Kyungpook Natl Univ
5524,50,So Methodist Univ
5525,139,Moscow Engn & Phys Inst MEPhI
286267,79,Corning Inc
29273,29,Karlsruhe Inst Technol
8063,12,Univ Bonn
215900,10,CNRS
15102,7,Univ Paris 05
252925,2,Observ Strasbourg
239137,2,Univ Perpignan
256142,25,Natl Astron Observ Japan
13750,81,Univ Adelaide
6174,74,Univ Pisa
56994,2,UVSQ
83807,4,Univ Paris 06
172187,4,Inst Pasteur
273217,28,Univ Washington
286267,77,Battelle Biomed Res Ctr
2069,16,Joint Inst Nucl Res
78965,4,Univ Oxford
65119,17,Hop Univ
6174,134,CALTECH
188330,1,Ctr Rech
207056,2,Univ Paris 06
113291,87,Univ Valencia
19641,67,Max Planck Inst Astrophys
2060,19,Univ Calif Berkeley
5522,151,Univ Minnesota
39457,113,Univ Bristol
116937,19,Fermilab Natl Accelerator Lab
5525,133,Natl Acad Sci Belarus
39457,59,Ist Nazl Fis Nucl
201831,1,Colorado State Univ
178933,73,CINVESTAV
116938,62,Univ Tsukuba
15640,9,Ctr Brasileiro Pesquisas Fis
233587,0,UPMC
3001,64,Ist Nazl Fis Nucl
19641,38,Planck Sci Off ESAC
6183,51,Univ Coll Dublin
89447,14,Rennes 1 Univ Hosp
19641,71,Niels Bohr Inst
6168,65,Ist Nazl Fis Nucl
259645,26,Charles Univ Prague
6171,156,Northwestern Univ
249347,2,Univ Franche Comte
53127,27,Univ Pisa
178933,114,Czech Tech Univ
6181,153,Univ Mississippi
174544,2,Acad Sinica
135093,1,Ecole Super Agr
153383,0,Univ Paris 06
178932,122,Ist Nazl Fis Nucl
305434,0,Univ Oviedo
5532,163,Rice Univ
221906,2,Sachs Landesamt Umwelt & Geol
286516,0,Univ Paris 11
6169,132,Univ Calif Santa Barbara
258354,42,Syracuse Univ
6179,20,Rudjer Boskovic Inst
238130,4,Tohoku Univ
24208,59,INFN Sez Catania
286267,2,Schering Plough Biopharma
24209,19,Duke Univ
2976,25,Univ Illinois
196015,1,Univ Paris 05
5532,13,Univ Sofia
263227,75,INAF
2068,63,Rockefeller Univ
39457,69,Ist Nazl Fis Nucl
178936,20,Ist Nazl Fis Nucl
6168,13,Univ Estadual Paulista
6176,57,Ist Nazl Fis Nucl
236225,2,Univ Montreal
24208,174,CERN
110936,159,Univ Iowa
13753,23,Univ Glasgow
3001,35,Univ Liverpool
13750,71,Syracuse Univ
6181,91,Vilnius State Univ
6181,122,Kharkov Inst Phys & Technol
48998,18,Ist Nazl Fis Nucl
263481,2,Univ Nantes
268592,14,Harvard Univ
5527,85,Iowa State Univ
6181,135,Carnegie Mellon Univ
75366,0,INSERM
2068,16,Comenius Univ
8769,111,Univ Cantabria
5525,56,Brookhaven Natl Lab
5525,232,Univ Washington
5533,81,Hiroshima Univ
127377,35,Univ London Imperial Coll Sci Technol & Med
259654,10,CNRS
116615,4,Observ Midi Pyrenees
53127,4,Max Planck Inst Gravitat Phys
291269,3,Graz Univ
275136,3,SUNY Buffalo
116936,61,Univ Wisconsin
6185,54,Ist Nazl Fis Nucl
266814,2,Max Planck Inst Astron
2069,38,McGill Univ
109301,4,Lab Accelerateur Lineaire
39457,58,Univ Milano Bicocca
2060,169,Univ Mohammed 5
235738,10,Sarah Cannon Res Inst
297437,3,Hop Hotel Dieu
29273,74,Waseda Univ
6179,187,Ege Univ
24509,5,CALTECH
63956,4,Concordia Stn
6180,2,Natl Ctr Particle & High Energy Phys
294024,3,Cleveland Clin
116937,32,Seoul Natl Univ
294637,9,Univ Vienna
8769,50,Inst Studies Theoret Phys & Math IPM
5525,162,Univ Oxford
20152,156,Rutherford Appleton Lab
286267,28,Appl Biosyst Inc
293384,8,Univ Rennes
6172,151,MIT
299713,2,CHU Henri Mondor
19641,17,Univ Oviedo
6169,171,Wayne State Univ
207056,1,N Carolina State Univ
24208,67,INFN Sez Napoli
286267,41,Wyeth Res
20152,123,Ist Nazl Fis Nucl
6169,138,Fermilab Natl Accelerator Lab
116938,39,Michigan State Univ
75011,5,Autonomous Univ Barcelona
155174,7,Univ British Columbia
6184,111,Univ Oviedo
286267,56,Univ Manchester
220943,0,Univ Tsukuba
6171,127,Boston Univ
178934,5,Univ Birmingham
116936,18,Univ Geneva
5524,127,Ohio State Univ
5528,109,Univ Michigan
5527,195,Tufts Univ
56194,4,European Bioinformat Inst
178932,56,Univ Calif Irvine
13713,11,Univ Calif Los Angeles
20152,217,Yerevan Phys Inst
38000,1,Inst Super Mat & Mecan Avances
5522,77,Univ Roma La Sapienza
211172,8,Univ Manchester
263227,4,McGill Univ
258354,45,Univ Savoie
6175,146,Johns Hopkins Univ
6173,173,Wayne State Univ
288068,5,Duke Univ
271527,15,Asklepios Klin St Georg
2060,74,Hampton Univ
234934,3,Tohoku Univ
34753,3,Univ Toronto
6179,143,Univ Illinois
6183,84,Wonkwang Univ
4169,46,Chinese Acad Sci
6175,71,Ist Nazl Fis Nucl
238841,47,Uppsala Univ
263864,4,Univ Hawaii
5525,95,Harvard Univ
306959,0,THALES France
240631,0,Grp Francophone Myelodysplasies
131775,19,Univ Gottingen
111598,66,Yale Univ
263227,13,Columbia Univ
283849,16,CHU Limoges
31661,55,Univ Padua
6177,184,Univ Belgrade
263864,11,Natl Opt Astron Observ
58024,8,Univ Toulouse
5527,77,Univ Heidelberg
178932,172,ICTP
78964,3,Univ Complutense Madrid
6184,11,Ctr Brasileiro Pesquisas Fis
30175,32,Sungkyunkwan Univ
110936,145,Ege Univ
4169,188,Technion Israel Inst Technol
92737,3,Pontificia Univ Catolica Chile
163723,1,Univ Montreal
281269,1,Ecole Cent Lyon
174544,25,Harvard Univ
5532,61,INFN Sez Genova
108452,2,Univ Paris 11
178933,8,Panjab Univ
4274,0,Ctr Reg Lutte Canc Haute Normandie
270781,2,Rennes Univ Hosp
113291,88,Vanderbilt Univ
5532,18,Univ Split
6177,35,Rhein Westfal TH Aachen
258354,29,NIKHEF H
93807,4,Univ Uppsala Hosp
6184,66,Ist Nazl Fis Nucl
2060,40,Carleton Univ
6172,175,Univ Fed ABC
37539,7,Univ Paris Diderot
