id,d,institution
29273,25,Univ Glasgow
84503,0,Fac Pharm
61989,0,Univ Hosp Geneva
242111,9,Univ Sydney
159613,0,GFM
13756,61,Purdue Univ
6185,14,Bulgarian Acad Sci
5528,137,Palacky Univ
155174,8,Univ Leicester
286267,54,No Illinois Univ
5525,142,Max Planck Inst Phys & Astrophys
96839,3,Rockefeller Univ
5528,207,Univ Valencia
213686,1,GSI Darmstadt
2081,42,KFKI Res Inst Particle & Nucl Phys
5522,196,Kafkas Univ
6176,106,PN Lebedev Phys Inst
159516,7,Univ Heidelberg
2081,101,Petersburg Nucl Phys Inst
3002,9,Brandeis Univ
21861,75,Univ Tsukuba
291270,1,Vita Salute San Raffaele
10352,8,Autonomous Univ Barcelona
178932,115,Osaka Univ
5532,96,Univ Warsaw
6180,64,INFN Sez Milano Biccoca
52838,2,ISSAE CNAM
126475,1,Tokyo Inst Technol
5532,156,Northwestern Univ
250570,2,Rennes Univ Hosp
6174,118,Natl Taiwan Univ
58023,7,Univ Porto
13750,63,Rochester Inst Technol
97646,10,CHU St Antoine
6171,163,Rice Univ
29273,46,Michigan State Univ
75011,6,Univ Freiburg
13713,16,Univ Chicago
255470,2,Hop Avicenne
5522,129,Univ Calif Los Angeles
76451,5,Univ Strasbourg
39459,22,Natl Inst Chem Phys & Biophys
258354,55,CALTECH CaRT
31661,61,Scuola Normale Super Pisa
6168,5,Univ Antwerp
271334,1,S Australian Museum
5526,59,TU Dortmund
6180,128,Univ Calif Davis
7486,16,Univ Versailles St Quentin
5528,105,Aix Marseille Univ
244383,5,Univ Auckland
24208,3,Yerevan Phys Inst
118956,8,Univ Med Ctr
78950,1,Observ Carnegie Inst Washington
118393,31,Sungkyunkwan Univ
309367,12,INFN LNS
80073,1,Graz Med Univ
30175,18,Inst Expt Phys
5525,194,Waseda Univ
123784,13,Univ Coll San Francisco
84576,3,Max Planck Inst Biophys Chem
48329,8,Univ Los Andes
6176,78,Ist Nazl Fis Nucl
3002,38,UCL
84040,17,Univ Heidelberg
39459,132,Carnegie Mellon Univ
6182,134,CALTECH
6169,60,Univ Florence
217872,12,Charles Univ Prague
5525,134,NC PHEP BSU
53127,67,Univ Rochester
84812,1,Univ Calif Los Angeles
41841,1,Univ Nantes
6182,74,Univ Pisa
65108,1,UFRJ
39459,142,Univ Iowa
2094,66,Rutgers State Univ
6173,89,Univ Seoul
2069,55,Ist Nazl Fis Nucl Pisa
6167,107,PN Lebedev Phys Inst
6167,155,Univ Nebraska
13158,27,Univ Klinikum Jena
6168,95,Univ Auckland
6169,31,Acad Sci
6167,2,Natl Ctr Particle & High Energy Phys
129553,1,Univ Nantes
6185,63,Univ Milano Bicocca
174544,22,Ist Nazl Fis Nucl
5526,194,Tokyo Inst Technol
88887,12,Bordeaux Univ Hosp
21861,74,Univ Trieste
5527,186,Aristotle Univ Thessaloniki
2081,145,Univ Illinois
116938,13,Comenius Univ
6178,128,Brown Univ
5525,154,Okayama Univ
238177,0,Univ Montreal
189878,14,Hop Arnault Villeneuve
24208,119,Natl Taiwan Univ
278487,0,Univ Lyon
240387,0,Hosp Sirio Libanes
5528,184,Univ Sussex
111598,63,Waseda Univ
5527,182,Univ Sydney
6168,16,Inst High Energy Phys
5532,164,Univ Rochester
82991,2,Univ Paris Sud
236338,1,CNRS
2976,18,Duke Univ
57160,5,Univ Rennes 1
5525,211,York Univ
113291,20,CALTECH
4169,155,Charles Univ Prague
5524,8,Univ Texas Arlington
5525,153,Ohio State Univ
178936,40,Univ Santiago de Compostela USC
19641,77,Rutherford Appleton Lab
5522,76,Ist Nazl Fis Nucl
116936,20,Harvard Univ
5525,155,Univ Oklahoma
5527,49,Nanjing Univ
6824,1,Univ Caen Basse Normandie
98498,1,Univ Paris 11
283849,2,CHU Nantes
13713,63,Purdue Univ
6175,89,Univ Seoul
5527,8,Turkish Atom Energy Commiss
58026,0,Univ Porto
315998,0,CHU Lille
63908,42,IM PAN
73767,1,Univ Lyon
10355,7,Rutgers State Univ
30175,60,Univ Siena
2081,34,Rhein Westfal TH Aachen
24208,89,Univ Seoul
53126,36,Warsaw Univ
6181,83,Kyungpook Natl Univ
6178,194,Paul Scherrer Inst
75680,2,Univ Poitiers Hosp
286267,98,Salzburg Univ
39459,79,Univ Piemonte Orientale Novara
8063,68,Max Planck Inst Phys & Astrophys
13750,48,Natl Astron Observ Japan
6177,111,Univ Oviedo
6180,61,Univ Florence
266987,4,Univ Electrocommun
13756,29,Seoul Natl Univ
187238,43,Russian Acad Sci
125616,0,Univ Montreal
5528,96,Univ Ljubljana
188152,1,Univ Vita Salute San Raffaele
282600,19,Hop Bichat Claude Bernard
211172,23,Ist Nazl Fis Nucl
112611,0,Hop Cochin
179731,0,LTDS
50922,3,INSERM
5522,112,CERN
4169,143,Univ Oxford
6172,62,Ist Nazl Fis Nucl
6175,138,Fairfield Univ
56041,0,Univ Paris Est
113291,21,Univ Cincinnati
6169,180,ENEA
5437,1,Univ Tours
58025,9,Indian Inst Astrophys
204417,4,Univ Cape Town
8063,100,SLAC Natl Accelerator Lab
6181,32,Tbilisi State Univ
8063,5,Univ Autonoma Barcelona
6168,188,Izmir Inst Technol
120658,3,Inst Eurecom
6173,121,Bogazici Univ
5525,13,Univ Belgrade
6171,179,Ist Nazl Fis Nucl
2060,110,Michigan State Univ
19641,61,CALTECH
6175,178,Visva Bharati Univ
256142,55,Univ Southampton
55751,1,Univ Montpellier 2
30175,65,Rockefeller Univ
66903,1,Univ Toulouse
266189,2,Colorado State Univ
293384,3,Med Univ Vienna
78943,6,Johns Hopkins Univ
81321,0,CNRS
127377,17,Univ Calif San Diego
6168,162,Purdue Univ
24208,167,Univ Tennessee
80073,9,Brest Univ Hosp
8063,33,Hampton Univ
288632,2,LIP6 Paris 6
2976,66,Rutgers State Univ
127377,81,Univ Tennessee
5533,24,Bogazici Univ
196392,39,Univ Paris 11
29273,51,Okayama Univ
111564,50,Univ Siena
33900,1,Fudan Univ
53127,17,LIGO Hanford Observ
6180,55,INFN Sez Bologna
5533,179,Univ Tokyo
38841,77,Univ Padua
196392,31,LAPTH
31661,66,Ist Nazl Fis Nucl
275592,3,CHU
5527,220,CPPM
125557,6,Univ Verona
178933,18,Univ Bologna
6183,143,Univ Illinois
15640,44,Univ Debrecen
38662,0,Univ Montreal
5526,140,Univ Paris 11
6185,62,Ist Nazl Fis Nucl
34582,7,Univ Leipzig
6167,136,Carnegie Mellon Univ
58023,53,Acad Romana
5527,24,Univ Birmingham
63908,82,Univ Minnesota
254253,6,Keio Univ
53127,10,Univ Florida
163723,3,Univ Lille
24208,162,Purdue Univ Calumet
2060,16,Univ Belgrade
37516,11,Univ Paris 11
261333,2,Vita Salute San Raffaele
6173,94,Univ Autonoma San Luis Potosi
13753,38,MIT
122198,3,IFREMER
25703,0,Univ Bucharest
6178,110,Univ Autonoma Madrid
6179,43,Debrecen Univ Med
5437,4,Univ Montpellier 1
93970,6,Johns Hopkins Univ
6171,56,Univ Bologna
212151,0,Hop Instruct Armees Percy
2094,70,Univ Trieste Udine
6180,158,Ohio State Univ
174544,61,Ist Nazl Fis Nucl
140838,0,Georgia Inst Technol
57201,3,Ctr Psychiat & Neurosci
5522,135,Univ Colorado
5525,210,TRIUMF
6169,17,Peking Univ
6184,140,Univ Florida
211172,28,Univ Mannheim
38593,3,Inst Neel
31661,71,Univ Trieste Udine
253489,1,Univ Montreal
5522,108,Ctr Invest Energet Medioambientales & Tecnol CIEM
7480,3,CE Saclay
71715,4,Univ Bonn
6181,58,Univ Catania
38662,1,Univ Vita Salute San Raffaele
67962,2,Med Univ Vienna
281805,2,Univ Tokyo
256142,17,LIGO Livingston Observ
24209,14,Carnegie Mellon Univ
26672,1,INRA
5524,167,Univ Sheffield
2060,198,Tufts Univ
15640,70,Univ Pavia
2060,233,Univ Hamburg
108007,3,Regulon
4169,13,Natl Tech Univ Athens
156071,2,CEN Cadarache
6180,175,Soltan Inst Nucl Studies
198699,2,Demed Engn
256142,27,Rochester Inst Technol
20152,2,Univ Alberta
275781,0,Inst Pasteur
89447,11,Grenoble Univ Hosp
210752,7,Univ Amsterdam
8378,0,Hosp Cochin
13750,56,Ist Nazl Fis Nucl
255000,3,Ctr Math Sci
283064,3,Univ Paris 05
4169,135,Okayama Univ
181250,0,Inst Gustave Roussy
2081,3,Univ Antwerp
5524,233,Petersburg Nucl Phys Inst
191792,1,Malad Appareil Digestif
6179,131,Univ Calif San Diego
6180,168,Texas A&M Univ
6183,123,Univ Bristol
187240,1,NASA
34753,16,Univ Tokyo
227752,0,Univ Paris
6168,115,ETH
65119,0,Univ Paris 13
244383,4,Univ Glasgow
19641,35,DTU Space
26764,2,CHU Dijon
55857,0,Univ Paris 06
84576,1,European Mol Biol Lab
176733,3,IFREMER
2081,62,Ist Nazl Fis Nucl
178933,98,China Inst Atom Energy
33556,3,CNRS
174544,42,Michigan State Univ
39457,159,Texas A&M Univ
63908,25,MIT
7502,0,Univ Lyon
13756,16,Acad Sinica
78959,3,Columbia Univ
5525,113,Ist Nazl Fis Nucl
5525,182,Univ Roma Tor Vergata
280704,1,Univ Orsay
93807,5,Inst Dante Pazzanese
2081,63,Univ Milano Bicocca
24209,42,McGill Univ
6177,11,Ctr Brasileiro Pesquisas Fis
6185,145,Univ Illinois
5524,51,Univ Texas Dallas
317315,0,CNRS
6181,100,Lab Instrumentacao Fis Expt Particulas
268572,6,CNRS
314098,0,Univ Nice Sophia Antipolis
196392,12,Univ Bonn
5525,167,Univ Pisa
248864,2,CHU Nantes
279320,1,Lab FAST
5525,163,Univ Pavia
198648,0,INSERM
6171,170,Vanderbilt Univ
159418,9,CHU Grenoble
5528,55,Polish Acad Sci
116937,34,Lawrence Berkeley Lab
286267,102,Arizona State Univ
6172,34,Rhein Westfal TH Aachen
19641,83,Thales Alenia Space Italia
5533,75,Hampton Univ
6171,59,Ist Nazl Fis Nucl
150881,0,Univ Paris 06
263227,69,Univ Udine
6171,12,Univ Estado Rio de Janeiro
39459,147,Univ Maryland
188152,0,Univ Montreal
240430,1,CHU Purpan
39459,124,Boston Univ
8769,146,Johns Hopkins Univ
5526,64,Ist Nazl Fis Nucl
5533,88,Kobe Univ
24225,10,Univ Calif Davis
29273,3,Argonne Natl Lab
18738,1,Univ Zaragoza
278403,0,Hop La Pitie Salpetriere
147329,0,UPMC
292060,1,CNRS
244222,0,St George Hosp
6177,54,Politecn Bari
76563,1,Univ Nacl Mar del Plata
6185,34,Rhein Westfal TH Aachen
4169,171,Ctr Etud Saclay
5533,3,Ankara Univ
5522,191,Paul Scherrer Inst
6965,6,Hop Necker Enfants Malad
8063,18,Univ Cambridge
276039,1,NASA
2094,6,Baylor Univ
263227,67,Univ Autonoma Barcelona
6168,82,Ist Nazl Fis Nucl
2060,20,Univ Calif Berkeley
5522,137,Fairfield Univ
255879,0,USN
120801,1,BGR
6184,35,Rhein Westfal TH Aachen
6175,50,Inst Studies Theoret Phys & Math IPM
159948,1,Univ Montreal
6177,137,Cornell Univ
65529,15,Univ Chile
4169,230,TRIUMF
259654,2,UPS
6177,105,Moscow MV Lomonosov State Univ
6182,161,Univ Puerto Rico
121966,32,Sungkyunkwan Univ
35515,8,UCL
5527,17,Univ Belgrade
8769,173,Wayne State Univ
7488,14,Vrije Univ Brussel
154773,0,McMaster Univ
115503,18,CHU Hautepierre
127024,11,Genethon
111565,2,Univ Autonoma Barcelona
154398,4,Univ Victoria
258354,61,Univ Aquila
2976,70,Univ Trieste Udine
6178,153,Univ Mississippi
5525,20,Univ Birmingham
6177,172,Univ Virginia
5528,12,Univ Texas Arlington
215900,23,Nicholas Copernicus Astron Ctr
259645,24,Kyoto Univ
131781,0,CHRU Lille
6178,185,ENEA Casaccia Res Ctr
15640,84,Kyungpook Natl Univ
110936,148,Univ Calif Santa Barbara
6168,41,Univ Ioannina
6169,114,ETH
6183,176,IN2P3
6185,3,Res Inst Nucl Problems
297437,8,Univ Minnesota
19641,65,Univ Calif Berkeley
240430,9,CHU
116936,6,Univ Calif Davis
6172,3,Res Inst Nucl Problems
6173,50,Inst Studies Theoret Phys & Math IPM
287397,4,Univ Canterbury
118393,16,Joint Inst Nucl Res
86489,0,Clin Ambroise Pare
6178,135,Carnegie Mellon Univ
5527,196,Univ Antonio Narino
8063,80,INFN Pisa
118393,37,McGill Univ
39459,134,Cornell Univ
110936,36,Rhein Westfal TH Aachen
249943,3,A Soltan Inst Nucl Studies
71189,6,Univ Naples 2
6177,117,Natl Cent Univ
5524,61,Ist Nazl Fis Nucl
2060,203,Univ Udine
5525,12,Univ Autonoma Barcelona
240076,2,Chinese Acad Sci
5528,237,Petersburg Nucl Phys Inst
113626,2,Catholic Univ Korea
178936,17,Sezione Ist Nazl Fis Nucl
4169,52,Univ Copenhagen
188725,3,UAPV
124185,2,CNRS
5522,55,Univ Bologna
2081,92,Benemerita Univ Autonoma Puebla
6179,70,Ist Nazl Fis Nucl
5528,139,Univ Paris 11
178934,21,Indiana Univ
19641,57,Inst Astrofis Canarias
13713,34,Chonnam Natl Univ
4169,99,Univ London
71520,1,CHG
119069,3,Baylor Univ
127377,26,Ecole Polytech
6171,69,Ist Nazl Fis Nucl
6178,91,Vilnius State Univ
2081,100,Joint Inst Nucl Res
5528,132,NYU
201271,2,INSERM
6172,42,KFKI Res Inst Particle & Nucl Phys
256142,31,SE Louisiana Univ
69286,0,Univ Caen
6168,75,Scuola Normale Super Pisa
13750,25,Univ Pisa
203991,3,Tech Univ Berlin
78962,8,NASA
2081,183,Eotvos Lorand Univ
5526,201,Univ Calif Irvine
127377,3,Ist Nazl Fis Nucl
6182,22,Univ Cyprus
63948,6,Aarhus Univ
258354,40,Univ Oregon
178933,3,Ctr Aplicac Tecnol & Desarrollo Nucl CEADEN
5528,112,Univ Milan
19646,19,Univ Roma La Sapienza
6185,146,Univ Iowa
134213,2,Ctr Recerca Sanitat Anim
75366,4,Univ Yaounde 2
276367,4,Ghent Univ Hosp
255468,4,Univ Texas MD Anderson Canc Ctr
299713,0,Univ Montreal
8063,94,Univ Roma La Sapienza
93271,4,St Etienne Univ Hosp
5527,55,AGH Univ Sci & Technol
258354,81,Northwestern Univ
118393,12,Carnegie Mellon Univ
13753,74,Univ Wisconsin
5526,108,McGill Univ
20152,142,Ist Nazl Fis Nucl
213686,6,IN2P3
6175,94,Univ Autonoma San Luis Potosi
5528,11,Univ Arizona
2081,79,Univ Turin
208393,6,Radboud Univ Nijmegen
39459,57,Catania Univ
295005,5,Cleveland Clin
174544,67,Yale Univ
2081,169,Univ Tennessee
315999,2,Ekkyo
6183,73,Scuola Normale Super Pisa
203846,6,Univ Jena
178932,113,Univ Oregon
6177,10,Univ Mons
70514,2,Agence Francaise Securite Sanitaire Aliments
2060,44,Univ Tecn Federico Santa Maria
8769,20,Univ Cyprus
280006,3,Univ Hosp B Franklin
35106,63,Univ Pittsburgh
53126,5,Stanford Univ
104757,0,Univ Louis
127377,8,Univ Birmingham
103612,1,Univ Paris 06
307275,17,St Marys Hosp
2976,6,Baylor Univ
2068,67,Texas A&M Univ
20152,201,ICTP
110936,57,Visva Bharati Univ
118909,6,Univ Edinburgh
32111,2,Univ Kentucky
53127,95,SE Louisiana Univ
24225,5,Univ Autonoma Barcelona
4169,197,York Univ
78965,10,NASA
6185,42,KFKI Res Inst Particle & Nucl Phys
2069,15,Inst Expt Phys
6178,196,Mersin Univ
15640,123,Univ Bristol
5522,119,Middle E Tech Univ
24208,192,Univ Roma La Sapienza
5524,175,Royal Inst Technol KTH
270781,1,Lille Univ Hosp
4169,45,Univ Tecn Federico Santa Maria
6184,2,Natl Ctr Particle & High Energy Phys
5533,104,Univ Autonoma Madrid
102266,2,Inst Neel
6173,75,Scuola Normale Super Pisa
48998,74,Univ Melbourne
15640,40,Univ Athens
2060,155,State Res Ctr
6169,94,Univ Auckland
252066,6,Univ Massachusetts
24225,34,Chonnam Natl Univ
15640,165,Rice Univ
110936,29,Univ Zagreb
6181,38,Univ Karlsruhe
110936,85,Sezione Ist Nazl Fis Nucl
6181,81,Univ Trieste
18738,2,ESRF
5527,153,CAFPE
20152,59,Duke Univ
268592,3,Beijing Normal Univ
116938,14,Slovak Acad Sci
210290,5,CHU Nancy
6179,51,Ist Nazl Fis Nucl
178932,133,Rutherford Appleton Lab
5525,190,Berg Univ Wuppertal
30426,0,Univ Cordoba
6180,166,Rutgers State Univ
119069,59,Texas A&M Univ
2069,35,UCL
2081,106,Inst High Energy Phys
118393,62,Tufts Univ
13756,40,Simon Fraser Univ
118393,28,KEK
13756,1,Argonne Natl Lab
2060,209,Univ Victoria
5526,137,Oklahoma State Univ
76563,12,Portland State Univ
25467,40,Ist Nazl Fis Nucl
18092,7,CHG Roubaix
76563,13,KTH
3002,43,Univ Toronto
10569,1,Aix Marseille Univ
178934,4,Univ Calif Berkeley
5525,79,TU Dortmund
29273,55,Univ Padua
5533,33,Univ Sao Paulo
6185,144,Florida Inst Technol
11412,2,Univ Fed Lavras
4169,183,Royal Inst Technol KTH
6174,175,Univ Fed ABC
187238,46,Univ Texas Austin
6176,10,Univ Mons
15640,36,DESY
109301,1,Univ Paris 11
6183,101,Joint Inst Nucl Res
187238,7,Univ Birmingham
178932,189,CERN
125554,7,Brest Univ
20152,89,Univ Lancaster
113291,23,Colorado State Univ
6176,172,Univ Virginia
13713,5,Univ Autonoma Barcelona
124185,1,Univ Paris 06
178932,67,Univ Ljubljana
6179,123,Rutherford Appleton Lab
119069,55,Univ Rochester
5524,192,Univ Antonio Narino
6173,41,Univ Ioannina
6183,45,Panjab Univ
111999,2,Tokyo Dental Coll
97646,5,CHU Limoges
6179,23,Helsinki Inst Phys
6182,34,Rhein Westfal TH Aachen
25467,35,Univ Vienna
6174,165,Univ Rochester
6178,27,CEA Saclay
5526,41,Carleton Univ
2081,155,Univ Mississippi
217872,0,Univ Libre Bruxelles
6183,29,Univ Haute Alsace Mulhouse
56194,6,Univ Pompeu Fabra
67204,1,INSERM
251560,0,CNRS
5532,67,Univ Padua
110936,118,Univ Oviedo
5533,46,Univ Sci & Technol China
169270,2,Rouen Univ Hosp
78943,2,Columbia Univ
63908,86,Northwestern Univ
291262,14,Med Univ Graz
2068,9,Brandeis Univ
256142,22,Montana State Univ
116936,31,Univ Liverpool
291262,12,Univ Rennes
2069,53,Univ Paris 06
133868,0,IPEST
118393,42,Univ New Mexico
6168,50,Inst Studies Theoret Phys & Math IPM
6178,141,Florida Int Univ
116937,61,Texas A&M Univ
282600,11,Inst Human Genet & Anthropol
6181,96,Univ Canterbury
176733,2,HOCER
5524,202,Univ British Columbia
6169,72,Ist Nazl Fis Nucl
5533,206,Ctr Calcul CNRS IN2P3
10353,5,Univ Valladolid
6176,117,Natl Cent Univ
5532,49,Tata Inst Fundamental Res HECR
6172,161,Univ Puerto Rico
53126,21,LIGO Massachusetts Inst Technol
178933,99,Ohio State Univ
119102,5,Inst Pasteur
7486,28,Smithsonian Astrophys Observ
243290,7,CEA Saclay
249347,3,French Blood Prod Inst
5524,74,Hiroshima Univ
43056,3,Catalan Inst Res & Adv Studies ICREA
2081,74,Univ Pisa
24240,7,Brandeis Univ
18747,2,Univ Poitiers Hosp
97646,12,CHU Pitie Salpetriere
2069,70,Univ Tsukuba
6175,41,Univ Ioannina
78957,11,Yonsei Univ
259084,3,GNS Sci
286267,84,Univ Saarland
131650,1,IFREMER
7486,11,Space Telescope Sci Inst
5525,189,Yale Univ
2081,99,Lab Instrumentacao & Fis Expt Particulas
6176,11,Ctr Brasileiro Pesquisas Fis
258354,83,Inst Appl Phys
13756,24,Helsinki Inst Phys
15640,29,Univ Haute Alsace Mulhouse
7486,4,Univ Vienna
281521,1,CEMAGREF
5528,134,Okayama Univ
5522,126,Boston Univ
39459,97,Lab Instrumentacao & Fis Expt Particulas
2068,60,Univ Pittsburgh
39459,153,Northeastern Univ
103867,2,Ecole Normale Super
2060,17,Vinca Inst Nucl Sci
6169,146,Univ Kansas
237029,1,Univ Montreal
263227,80,Ist Nazl Fis Nucl
15640,45,Panjab Univ
6182,3,Res Inst Nucl Problems
24208,65,INFN Sez Milano Biccoca
125589,2,Ctr Hosp Univ
5527,56,Polish Acad Sci
178934,33,Univ Milan
270280,5,Prostate Canc Ctr Hamburg Eppendorf
6176,105,Moscow MV Lomonosov State Univ
178936,15,Sezione Ist Nazl Fis Nucl
24209,0,Univ Rochester
131774,12,CNIO
6176,137,Cornell Univ
6180,87,Seoul Natl Univ
127373,8,APC
6176,54,Politecn Bari
69982,6,Inst Trasplante Medula Osea
48329,6,Univ Cantabria
118393,60,Univ Trieste
110936,75,Univ Calif Riverside
19646,21,European Space Agcy ESAC
252066,1,Univ Michigan
6181,25,Lappeenranta Univ Technol
263227,50,Charles Univ Prague
5524,69,Hampton Univ
123784,10,Dana Farber Canc Inst
76563,19,Univ London Imperial Coll Sci Technol & Med
120269,0,Univ Montreal
74650,1,Univ Liege
238232,0,Univ Paris 13
78946,3,Univ Calif Los Angeles
63908,81,Embry Riddle Aeronaut Univ
6182,42,KFKI Res Inst Particle & Nucl Phys
222731,0,Mt Allison Univ
6183,40,Univ Athens
34582,14,Inst J Paoli I Calmettes
20152,14,Azerbaijan Acad Sci
178932,141,Univ Roma Tor Vergata
19647,8,CALTECH
6168,94,Univ Autonoma San Luis Potosi
5527,223,Calif State Univ Fresno
6172,22,Univ Cyprus
225306,0,Univ Lyon
114792,2,Univ Paris 07
6171,153,Univ Nebraska
297437,6,Hosp Clin Barcelona
178932,144,Univ Calif Santa Cruz
5526,29,Univ Bologna
159394,6,Univ Minnesota
6175,75,Scuola Normale Super Pisa
39457,67,Ist Nazl Fis Nucl
205432,1,Univ Calif Los Angeles
124950,9,Rennes Univ Hosp
6184,59,Univ Florence
26871,12,Ist Nazl Fis Nucl
210290,18,CHU Rennes
5525,101,Indiana Univ
13713,10,Univ Calif Davis
6179,120,Bogazici Univ
110936,92,Seoul Natl Univ
5527,61,Tech Univ Dresden
48998,72,Syracuse Univ
273865,0,Univ Paris
3001,7,Ist Nazl Fis Nucl Bologna
116938,9,Univ Calif Santa Barbara
34753,10,Princeton Univ
13753,24,Harvard Univ
24240,12,Univ Chicago
5527,206,Univ Wurzburg
5522,7,Catholic Univ Louvain
26764,3,INSERM
240517,0,European APL Grp
242111,0,Max Planck Inst Astron
5533,19,Univ Calif Berkeley
239137,6,Inst Environm Assessment & Water Res IDAEA
178934,36,Moscow MV Lomonosov State Univ
5532,0,Yerevan Phys Inst
6183,36,DESY
25467,13,Ist Nazl Fis Nucl
6180,85,Konkuk Univ
6185,22,Univ Cyprus
15640,30,Ctr Calcul Inst Natl Phys Nucl & Phys Particules
7425,9,Queen Mary Univ London
248539,0,Univ Fed Sao Paulo
37559,7,Max Planck Inst Solar Syst Res
207386,0,Univ Politecn Cataluna
238176,0,Univ Montreal
30175,4,Univ Athens
48998,40,CNRS
77639,0,ENSAM
30426,6,Univ Coll Dublin
6173,115,ETH
6168,121,Bogazici Univ
15640,174,Univ Wisconsin
5528,216,Yale Univ
255470,5,CHU Nantes
19650,10,UCL
113291,64,Univ Penn
6182,14,Bulgarian Acad Sci
6174,37,Univ Hamburg
5526,116,MIT
6173,162,Purdue Univ
8769,132,Univ Calif San Diego
215900,8,NW Univ
39457,0,Yerevan Phys Inst
315158,5,Hop Necker Enfants Malad
244093,1,CNRS
5524,171,SLAC Natl Accelerator Lab
5525,39,KFKI Res Inst Particle & Nucl Phys
48998,11,EGO
97657,10,CHU Bordeaux
111565,66,Univ Wisconsin
286267,92,GeminX Biotechnol
39457,23,CEA Saclay
24225,63,Purdue Univ
39675,2,Hop St Louis
6183,8,Univ Ghent
8769,77,Ist Nazl Fis Nucl
5528,167,Ctr Natl Energie Sci Tech Nucl CNESTEN
5525,131,Univ Milan
263227,40,Ecole Polytech
5532,33,Rhein Westfal TH Aachen
198648,1,UPMC
6182,79,Univ Turin
5525,18,Humboldt Univ
1486,6,Univ W Bohemia
198648,3,Hop Univ Habib Bourguiba
26871,20,Ist Nazl Fis Nucl
2060,207,IMB CNM CSIC
266814,6,NRC Herzberg Inst Astrophys
125571,1,Univ Montreal
240400,1,European APL Grp
255468,3,Inst Med & Vet Sci
178932,59,Kobe Univ
58023,23,Sheffield Hallam Univ
2060,35,Brookhaven Natl Lab
8769,56,Ist Nazl Fis Nucl
5528,206,CSIC
29273,8,Univ Bologna
111598,65,Univ Wisconsin
315158,6,Inter Reg Inst Hlth IRSA
137542,0,Univ Lyon 2
189878,20,Stanford Univ
24208,195,Inst Theoret & Expt Phys
6171,18,Univ Los Andes
5527,2,SUNY Albany
6169,116,Natl Cent Univ
15640,58,Ist Nazl Fis Nucl
4169,94,Univ Salento
5527,62,Duke Univ
24509,0,Univ Cambridge
6180,150,MIT
8769,47,Bhabha Atom Res Ctr
5527,26,Dogus Univ
21861,5,Ist Nazl Fis Nucl
2094,1,Helsinki Inst Phys
6175,5,Univ Antwerp
140837,0,Georgia Inst Technol
291262,10,Med Univ Vienna
18747,1,Univ Poitiers
6185,74,Univ Pisa
168286,6,Univ Nice
2068,68,Univ Tsukuba
24209,38,Univ Liverpool
6169,179,Univ Trent
6171,120,Middle E Tech Univ
127377,50,Univ Milan
2094,73,Waseda Univ
6181,192,Univ Athens
6181,171,Vanderbilt Univ
39459,37,Univ Hamburg
178933,6,Acad Sci Czech Republic
269036,0,Mie Univ
6185,134,CALTECH
159417,9,CHU Nantes
24208,52,Tata Inst Fundamental Res HECR
37539,5,Univ Paris 11
5526,177,Simon Fraser Univ
8063,107,Univ Toronto
13158,26,Univ Turin
113626,0,CHU
8769,71,Univ Perugia
35106,36,Chonbuk Natl Univ
178934,3,Univ Calif Berkeley
3002,58,Ist Nazl Fis Nucl
6169,118,Cukurova Univ
8769,104,PN Lebedev Phys Inst
182624,1,MBL
3002,13,Univ Calif Santa Barbara
6173,16,Inst High Energy Phys
7489,23,Hungarian Acad Sci
235341,0,Univ Strasbourg
238841,18,Aix Marseille Univ
69982,9,Univ Heidelberg
281306,2,Inst J Paoli I Calmettes
19651,10,CNRS
87169,6,Brigham & Womens Hosp
31661,29,Karlsruhe Inst Technol
58026,22,Hungarian Acad Sci
6176,111,Univ Oviedo
315998,2,Ekkyo
6171,43,Inst Nucl Res ATOMKI
56194,8,ICREA
30175,14,Univ Cantabria
119069,34,UCL
53302,4,Slovak Natl Museum
276367,14,CHU Bocage
6169,125,Brunel Univ
